p_val;avg_log2FC;pct.1;pct.2;p_val_adj;cluster;gene
3,62E-02;0.302622381762837;0.328;0.107;9,32E+02;28;PRMT7
3,79E-02;0.287036692270709;0.313;0.1;9,75E+02;28;NHLRC2
4,56E-02;0.440354502711852;0.567;0.267;1,17E+03;28;UCP2
5,78E-02;0.442332152152294;0.694;0.349;1,49E+03;28;DNAJC1
5,84E-03;0.282287327536349;0.313;0.1;1,50E+03;28;APEX1
6,17E-02;0.411044874947631;0.425;0.171;1,59E+03;28;PIP5K1A
8,17E-03;0.440340164279444;0.776;0.435;2,10E+03;28;DNM2
8,88E-02;0.378704122488284;0.53;0.226;2,28E+03;28;TBC1D8
1,02E-01;0.296763713647019;0.336;0.113;2,61E+03;28;PCNT
1,08E-01;0.380129518521941;0.567;0.263;2,78E+03;28;ACTN4
1,82E-01;0.29883677389008;0.373;0.134;4,68E+03;28;MRE11
2,09E-01;0.463935293870655;0.769;0.465;5,38E+02;28;ZMYM2
2,41E-03;0.438084994748939;0.575;0.282;6,20E+03;28;NCOA7
2,67E-01;0.530549523694529;0.821;0.519;6,88E+03;28;SENP6
2,77E-01;0.279726094765865;0.269;0.081;7,11E+03;28;GPATCH11
2,95E-01;0.335041150376066;0.366;0.132;7,59E+03;28;ZDHHC21
3,34E-01;0.463767121974081;0.716;0.405;8,58E+03;28;GTF2I
3,39E-01;0.48126735696743;0.485;0.222;8,71E+03;28;DCAF6
3,88E-01;0.265169631176897;0.299;0.096;9,96E+03;28;COPG1
4,08E-01;0.379676917354347;0.381;0.144;1,05E+04;28;ABHD12
4,30E-01;0.395073275308221;0.657;0.332;1,11E+04;28;KDM4B
4,35E-01;0.250189664597298;0.284;0.087;1,12E+04;28;C11orf80
5,58E-01;0.313139729052173;0.351;0.127;1,43E+04;28;SEC61A1
5,73E-01;0.386411271976549;0.418;0.17;1,47E+04;28;GNL3
5,86E-01;0.395962111909223;0.485;0.209;1,51E+04;28;LINC00342
5,90E-01;0.31113722173375;0.44;0.176;1,52E+04;28;ARHGAP9
6,18E-01;0.360023727539598;0.373;0.14;1,59E+04;28;RFX3-AS1
6,68E-01;0.364687024922751;0.455;0.193;1,72E+04;28;ELMSAN1
7,06E-01;0.358383955758345;0.254;0.075;1,82E+04;28;AL365295.1
7,56E-01;0.331740106417049;0.291;0.095;1,94E+04;28;RMDN3
8,48E-01;0.434443028880991;0.791;0.473;2,18E+04;28;IFNAR2
9,10E-01;0.356355295614522;0.448;0.185;2,34E+04;28;PXK
9,83E-01;0.347241994342395;0.396;0.155;2,53E+04;28;SSR1
1,11E+00;0.307720277637317;0.299;0.099;2,85E+04;28;SCAMP4
1,15E+00;0.318661280243612;0.41;0.163;2,95E+04;28;TCEA1
1,72E+00;0.382481737227866;0.47;0.209;4,43E+04;28;EID1
1,83E+00;0.397293155946715;0.522;0.242;4,69E+04;28;SELPLG
1,84E+00;0.339357936596675;0.507;0.228;4,73E+04;28;SPCS2
1,94E+00;0.375081892591459;0.604;0.303;4,98E+04;28;BST2
2,01E-01;0.395165812708166;0.47;0.204;5,18E+04;28;TDRD3
2,37E+00;0.298497006057223;0.373;0.139;6,10E+04;28;PLXNB2
2,75E+00;0.286709102288392;0.403;0.157;7,07E+04;28;TPP1
4,11E+00;0.422475809231536;0.537;0.26;1,06E+05;28;RNASEH2B
4,66E+00;0.514387801100036;0.776;0.51;1,20E+05;28;GNAS
4,69E+00;0.498336070348046;0.903;0.647;1,21E+05;28;AKAP9
5,13E+00;0.32622422010369;0.313;0.112;1,32E+05;28;ZNF490
5,76E+00;0.288719957914179;0.313;0.109;1,48E+04;28;FYCO1
5,83E+00;0.478703356355911;0.709;0.422;1,50E+05;28;PHC3
6,21E+00;0.42818955361227;0.59;0.299;1,60E+05;28;RUFY3
6,91E+00;0.612605844302737;0.828;0.506;1,78E+05;28;WWOX
7,52E-01;0.315711882481871;0.343;0.128;1,93E+05;28;MAST3
7,97E+00;0.34073922459533;0.627;0.317;2,05E+05;28;C11orf58
9,17E+00;0.387296492369332;0.642;0.324;2,36E+05;28;ZEB1
9,88E-01;0.487895320096735;0.575;0.304;2,54E+05;28;PCMTD1
1,01E+01;0.472158436085202;0.53;0.259;2,60E+05;28;GLCCI1
1,05E+01;0.327852610705319;0.299;0.103;2,70E+05;28;THUMPD2
1,07E+01;0.336300555344816;0.403;0.16;2,76E+05;28;BICD1
1,23E+01;0.467428020553764;0.933;0.664;3,16E+05;28;RERE
1,23E+01;0.462230628541682;0.799;0.452;3,16E+05;28;RAB11FIP1
1,30E+01;0.397365478730572;0.799;0.469;3,33E+05;28;MYL12A
1,44E+01;0.416061172330698;0.679;0.369;3,70E+05;28;TACC1
1,65E+01;0.462889167884801;0.627;0.355;4,24E+05;28;YPEL5
1,83E+01;0.290350475850003;0.284;0.096;4,70E+05;28;PRKRA
2,09E+01;0.387896882004491;0.687;0.381;5,38E+05;28;NRDC
2,30E+01;0.291584633698905;0.388;0.155;5,92E+05;28;PDIA6
2,37E+01;0.360114353424626;0.552;0.267;6,08E+05;28;ARL4C
2,47E+00;0.380185582526957;0.463;0.206;6,35E+05;28;RELL1
2,78E+00;0.270720976383902;0.313;0.112;7,16E+05;28;AP3S1
2,83E+01;0.345097934333211;0.47;0.21;7,28E+05;28;DOP1B
3,10E+01;0.292229269563468;0.388;0.157;7,98E+05;28;ARL6IP1
3,19E+01;0.346129705142745;0.328;0.122;8,21E+05;28;Z93930.2
3,40E+01;0.394901350016085;0.649;0.358;8,74E+05;28;TRIM44
3,91E+01;0.332554947892489;0.396;0.165;1,01E+06;28;DHRS7
3,95E+01;0.369778553669575;0.724;0.398;1,02E+06;28;BAZ2B
4,97E+01;0.299432402026642;0.321;0.119;1,28E+06;28;NEK6
5,02E+01;0.467101116465099;0.925;0.635;1,29E+06;28;ETV6
5,08E+01;0.45395029643541;0.567;0.28;1,31E+06;28;IFI44L
5,48E+01;0.433785534765581;0.701;0.395;1,41E+06;28;MIS18BP1
5,70E+01;0.263196566385326;0.306;0.109;1,47E+06;28;UCHL3
6,09E+01;0.278486193291509;0.306;0.11;1,57E+06;28;ZNF789
7,15E+01;0.253184450983612;0.306;0.109;1,84E+06;28;AL031428.1
7,30E+01;0.287804185646237;0.366;0.145;1,88E+06;28;CDC16
7,44E+00;0.307456188813031;0.343;0.133;1,91E+06;28;PLPP1
7,56E+01;0.443651846435774;0.754;0.454;1,94E+06;28;NIN
1,00E+02;0.372069615255392;0.56;0.29;2,57E+06;28;XBP1
1,07E+02;0.385770353496298;0.575;0.3;2,76E+05;28;SEPTIN2
1,14E+02;0.430105617166833;0.619;0.336;2,93E+06;28;EXOC6
1,14E+02;0.450161858758977;0.724;0.441;2,94E+06;28;CLASP2
1,15E+02;0.330382788867367;0.754;0.438;2,97E+06;28;ZRANB2
1,31E+02;0.470207691520818;0.604;0.344;3,37E+06;28;INTS6
1,42E+01;0.385815108194326;0.694;0.396;3,66E+06;28;PHYKPL
1,59E+02;0.250462960028117;0.328;0.122;4,09E+06;28;WDR60
1,74E+02;0.362176871446186;0.59;0.315;4,48E+06;28;NMT1
2,03E+02;0.36845172801975;0.41;0.183;5,23E+06;28;PARK7
2,10E+02;0.392781732248554;0.642;0.344;5,39E+06;28;ANKIB1
2,19E+02;0.289339003733631;0.463;0.21;5,64E+06;28;APPL1
2,63E+02;0.286902924687651;0.313;0.117;6,77E+06;28;CXorf21
2,64E+02;0.364553954383396;0.507;0.25;6,79E+06;28;TTC37
2,69E+01;0.327481162939147;0.358;0.148;6,91E+06;28;KIAA0100
3,19E+02;0.258282464487416;0.328;0.125;8,21E+05;28;CEP68
3,35E+02;0.448699097255481;0.754;0.477;8,62E+06;28;EIF4G3
3,70E+02;0.305694840743506;0.47;0.217;9,52E+06;28;GALNT7
4,42E+02;0.280689834671458;0.321;0.124;1,14E+07;28;NR1H2
4,89E+02;0.378326692003397;0.731;0.424;1,26E+07;28;NT5C2
5,61E+02;0.28013673578916;0.388;0.164;1,44E+07;28;BUD23
6,20E+02;0.392331326411686;0.679;0.394;1,60E+07;28;PBRM1
6,52E+01;0.287069303286678;0.403;0.176;1,68E+06;28;TRABD
9,71E+02;0.285066576193761;0.664;0.336;2,50E+07;28;KYNU
1,18E+03;0.267379440961696;0.269;0.095;3,04E+07;28;CUBN
1,19E+02;0.347174368984456;0.545;0.281;3,06E+07;28;DTNBP1
1,20E+03;0.33758987497361;0.463;0.219;3,10E+07;28;AC068282.1
1,22E+03;0.251878403084065;0.276;0.099;3,12E+07;28;TMX1
1,28E+03;0.359364958245653;0.709;0.416;3,28E+07;28;MDM4
1,29E+03;0.388094171296728;0.418;0.19;3,31E+07;28;SCMH1
1,40E+03;0.399600652118531;0.739;0.452;3,60E+07;28;SCFD1
1,49E+03;0.319019925897522;0.306;0.117;3,84E+07;28;WARS2-AS1
1,57E+03;0.324056650132184;0.306;0.12;4,04E+07;28;SEC61G
1,58E+03;0.434863524556059;0.91;0.688;4,05E+07;28;SH3KBP1
1,77E+03;0.372331981815634;0.604;0.324;4,55E+07;28;ATP10A
1,87E+03;0.321884283923469;0.403;0.179;4,80E+07;28;IFNAR1
1,91E+03;0.306037206954494;0.41;0.186;4,90E+07;28;MYO15B
1,92E+02;0.266970368558296;0.336;0.134;4,94E+07;28;TOGARAM1
2,15E+03;0.304076848362539;0.448;0.208;5,54E+07;28;SLC39A10
2,28E+03;0.326034540465255;0.582;0.308;5,86E+07;28;CD99
2,31E+03;0.381553287739016;0.478;0.225;5,93E+07;28;TFEC
2,41E+03;0.314900616408209;0.455;0.215;6,19E+07;28;ACSL3
3,02E+03;0.331563239097861;0.41;0.189;7,77E+07;28;SAP30BP
3,39E+03;0.354542777072925;0.418;0.197;8,73E+07;28;TMEM260
3,45E+03;0.25402785430036;0.366;0.154;8,88E+07;28;ANKRD36B
3,74E+03;0.384743344614312;0.993;0.847;9,60E+07;28;PRKCB
3,84E+03;0.396401435595096;0.537;0.282;9,87E+07;28;TMCC1
4,10E+03;0.295413600747715;0.56;0.294;1,05E+08;28;MTREX
4,13E+01;0.318485736976838;0.545;0.278;1,06E+08;28;VCL
4,13E+03;0.3401396377311;0.478;0.232;1,06E+08;28;DIPK1A
4,25E+03;0.266118718914226;0.328;0.134;1,09E+08;28;MFSD12
4,46E+03;0.310503673436564;0.373;0.163;1,15E+08;28;INTS10
4,69E+03;0.296729493719341;0.664;0.361;1,21E+08;28;ZHX2
4,71E+03;0.272902033193135;0.403;0.179;1,21E+08;28;LILRB1
4,91E+03;0.391235834002049;0.612;0.341;1,26E+07;28;OXR1
4,95E+03;0.320298803853681;0.366;0.159;1,27E+08;28;SHTN1
5,05E+03;0.255781153892549;0.254;0.091;1,30E+08;28;CCS
5,06E+03;0.356732532211019;0.672;0.412;1,30E+08;28;LSP1
5,13E+03;0.382986689619647;0.821;0.529;1,32E+08;28;CALM2
5,14E+03;0.423544197323807;0.955;0.738;1,32E+08;28;ANKRD11
5,18E+03;0.275335498270472;0.313;0.125;1,33E+08;28;NANS
5,20E+03;0.322611737811996;0.507;0.259;1,34E+08;28;CCDC69
5,39E+03;0.265795305071359;0.269;0.099;1,39E+08;28;METTL8
5,45E+03;0.343635739779624;0.604;0.33;1,40E+08;28;UBE2W
5,75E+03;0.290834977120823;0.478;0.235;1,48E+08;28;LAMP1
5,94E+03;0.293956598181557;0.418;0.193;1,53E+08;28;PRKCD
6,32E+03;0.364341867316747;0.642;0.387;1,62E+08;28;SUB1
6,35E+02;0.266547966697835;0.448;0.209;1,63E+08;28;GPATCH2
8,48E+03;0.409859695520101;0.896;0.636;2,18E+08;28;SCAF11
8,58E+03;0.338144124439644;0.545;0.285;2,21E+08;28;ZMIZ1
9,19E+03;0.292837237038612;0.351;0.152;2,36E+08;28;SRPRA
9,31E+02;0.466923430121159;0.918;0.742;2,39E+08;28;APBB1IP
9,72E+03;0.268559644925365;0.336;0.14;2,50E+08;28;ZNF791
1,01E+04;0.352706919421709;0.881;0.648;2,60E+07;28;TGFBR2
1,20E+04;0.432223825286581;0.507;0.258;3,07E+08;28;TEX14
1,25E+04;0.368287997381231;0.687;0.401;3,22E+08;28;MAPRE2
1,30E+04;0.298541092991641;0.284;0.111;3,34E+08;28;ZNF10
1,30E+04;0.254645651503635;0.299;0.118;3,35E+08;28;CYB5B
1,31E+04;0.354204079291958;0.358;0.16;3,37E+08;28;UBE2E3
1,36E+03;0.359919361983692;0.522;0.286;3,49E+08;28;EMB
1,55E+04;0.309026475137942;0.388;0.179;3,98E+08;28;OTULIN
1,64E+03;0.323856671742205;0.388;0.177;4,23E+08;28;CCDC18
1,65E+04;0.338067682009648;0.597;0.338;4,23E+08;28;KLC1
1,85E+04;0.366031905844175;0.604;0.35;4,76E+08;28;GGNBP2
1,94E+04;0.267027066928832;0.396;0.181;5,00E+08;28;TMCO1
1,96E+03;0.281687798828356;0.537;0.279;5,05E+08;28;NPM1
2,45E+04;0.348029063323634;0.358;0.165;6,30E+08;28;STX18
2,76E+04;0.267986757133615;0.336;0.144;7,09E+08;28;TM7SF3
2,83E+04;0.293527747429822;0.642;0.368;7,27E+08;28;HNRNPDL
2,92E+04;0.344254963448924;0.485;0.253;7,51E+08;28;ARHGEF7
2,95E+03;0.292191759270383;0.448;0.221;7,58E+08;28;NUP160
3,18E+04;0.30614470954382;0.672;0.382;8,17E+08;28;SCFD2
3,49E+03;0.273977797411451;0.381;0.173;8,98E+07;28;PPM1G
3,60E+04;0.362618729581902;0.485;0.26;9,27E+08;28;ATP8B1
3,73E+03;0.265719324417125;0.373;0.17;9,59E+08;28;DPP7
4,07E+04;0.308690534970889;0.5;0.261;1,05E+09;28;SLC7A6
4,44E+04;0.321076970014875;0.478;0.25;1,14E+09;28;OS9
5,42E+04;0.301756771262356;0.515;0.275;1,39E+09;28;TM9SF3
6,29E+04;0.344116422608477;0.515;0.284;1,62E+09;28;SEC63
6,41E+04;0.250430586692488;0.343;0.15;1,65E+09;28;TEP1
6,57E+04;0.267863863283728;0.306;0.128;1,69E+09;28;AC211433.1
7,15E+04;0.350226886211213;0.59;0.332;1,84E+09;28;PBX3
7,43E+03;0.313251060999667;0.433;0.22;1,91E+09;28;LPXN
8,17E+04;0.329305252601905;0.657;0.384;2,10E+09;28;HM13
8,39E+04;0.263333440976514;0.358;0.159;2,16E+08;28;TFRC
9,44E+04;0.291019349323183;0.507;0.272;2,43E+09;28;DNAJC7
9,94E+03;0.317762426141089;0.53;0.29;2,56E+09;28;NAPA
1,01E+05;0.307981926975341;0.448;0.222;2,59E+09;28;PRIM2
1,06E+05;0.410579148919333;0.716;0.453;2,73E+09;28;ARID2
1,10E+05;0.277224183672411;0.478;0.247;2,84E+09;28;MORF4L2
1,11E+05;0.287425849067683;0.493;0.255;2,86E+09;28;L3MBTL3
1,16E+05;0.310007833614589;0.425;0.21;2,98E+08;28;PCNX4
1,16E+05;0.313587438151338;0.537;0.294;2,98E+09;28;MAP4
1,27E+05;0.276303566697451;0.507;0.26;3,26E+09;28;CIITA
1,42E+05;0.263335869375432;0.5;0.266;3,65E+09;28;HSPA5
1,44E+05;0.273349418960676;0.694;0.4;3,71E+09;28;HLA-DQB1
1,57E+05;0.303736590343371;0.552;0.306;4,04E+09;28;SMURF2
1,60E+04;0.262791727702594;0.381;0.179;4,11E+09;28;PCBP1-AS1
1,60E+05;0.330638594785925;0.537;0.307;4,12E+09;28;CLTC
1,68E+05;0.272164063376648;0.313;0.136;4,32E+09;28;DDI2
1,72E+05;0.322228048427805;0.679;0.427;4,42E+09;28;TMBIM6
1,97E+05;0.341597855404209;0.94;0.759;5,07E+08;28;DDX17
2,17E+05;0.305910484480836;0.634;0.377;5,57E+08;28;TTC3
2,31E+05;0.267755277703129;0.485;0.257;5,95E+09;28;DYNC1I2
2,43E+05;0.318998290182004;0.604;0.352;6,26E+09;28;CRLF3
2,63E+05;0.294362093882538;0.836;0.554;6,77E+09;28;RBM6
2,69E+05;0.335817829069872;0.776;0.497;6,91E+09;28;RPS6KA3
3,02E+05;0.271071973508455;0.381;0.181;7,76E+09;28;DAP
3,09E+03;0.278088419733208;0.351;0.162;7,94E+09;28;ARFGAP3
3,13E+05;0.262056542371919;0.44;0.218;8,04E+09;28;ATP2B4
3,14E+05;0.366102234897783;0.709;0.488;8,07E+09;28;MTDH
3,36E+05;0.34786979992921;0.448;0.237;8,65E+09;28;SLC20A1
3,71E+05;0.296854957398168;0.619;0.363;9,55E+09;28;ARF1
5,08E+05;0.264028911178343;0.343;0.157;0.000130518554655191;28;PRMT9
5,37E+05;0.255301941524453;0.433;0.218;0.00013803304830982;28;SLC44A2
5,43E+05;0.250514400963173;0.41;0.204;0.000139672585684795;28;UFL1
5,82E+04;0.35317594355787;0.567;0.333;0.000149646117022094;28;H1FX
6,29E+05;0.297862057964473;0.396;0.199;0.000161860366899629;28;RABL6
6,69E+05;0.280754643949774;0.425;0.217;0.000172112390601563;28;TRIM5
7,07E+05;0.255816558470212;0.41;0.206;0.000181682966270631;28;VPS36
7,12E+05;0.296426438358309;0.47;0.251;0.000183025576243726;28;PPP1R15A
7,30E+05;0.334294216563886;0.657;0.428;0.000187806091834888;28;ABI1
7,92E+05;0.292158106721505;0.5;0.276;0.000203694383193399;28;POLK
8,14E+05;0.353094599350899;0.806;0.562;0.000209370177487839;28;FRYL
9,76E+05;0.276261091621287;0.731;0.459;0.00025095957765694;28;PDCD4
1,01E+06;0.318179297750107;0.746;0.48;0.000259070018329612;28;IQSEC1
1,02E+06;0.258611596288606;0.373;0.18;0.000261898859610783;28;SEC24D
1,30E+06;0.292579981962017;0.522;0.301;0.000334441080174801;28;KIF5B
1,44E+06;0.343659279545767;0.94;0.807;0.000371271697189166;28;XIST
1,49E+06;0.255949643577006;0.41;0.204;0.000384040870494609;28;FRMD4B
1,51E+05;0.365214215276049;0.955;0.715;0.000387517637995083;28;SAMHD1
1,62E+06;0.252568537196286;0.433;0.221;0.000416862105516938;28;IQCB1
1,76E+06;0.355686598332661;0.485;0.288;0.000452517822126378;28;COPE
1,77E+06;0.386696256785493;0.619;0.389;0.000454741662638968;28;PHF14
2,07E+06;0.30076635301224;0.687;0.395;0.000531806471950256;28;RBM47
2,20E+06;0.261854067054458;0.336;0.156;0.000566174275990631;28;PLAGL1
2,26E+06;0.289473677716542;0.396;0.199;0.000581046940468453;28;SLC38A9
2,39E+06;0.282823230941727;0.545;0.317;0.000615335743626922;28;CHCHD2
2,47E+06;0.270133703043762;0.328;0.155;0.00063580228576072;28;BCKDHB
2,70E+06;0.294933737717241;0.388;0.197;0.000695136775823597;28;PRH1
2,79E+06;0.268312465619195;0.485;0.275;0.000716379402200505;28;TMEM59
3,08E+06;0.273004377394993;0.396;0.207;0.000790846701823136;28;FERMT3
3,16E+06;0.265259386809961;0.507;0.285;0.000813374955752753;28;CDC40
3,72E+06;0.252032318999855;0.53;0.302;0.000955825988075978;28;SET
3,98E+06;0.266906545348762;0.366;0.186;0.00102240327791074;28;NADK
4,23E+06;0.292720148737196;0.515;0.305;0.0010877026047091;28;SMG7
4,30E+06;0.313108257021289;0.522;0.311;0.00110475404412024;28;NOP58
4,70E+06;0.301737820337925;0.806;0.571;0.00120942438569116;28;TRAPPC9
4,78E+06;0.311177292859208;0.806;0.571;0.00122842248224338;28;SNX29
5,02E+06;0.284246863080294;0.59;0.365;0.00129069857257865;28;ZMYND8
5,65E+06;0.263502091730865;0.321;0.153;0.00145397003657405;28;ZRANB3
7,14E+06;0.300506308599493;0.664;0.441;0.00183604792246783;28;HNRNPM
7,58E+06;0.276742729773606;0.425;0.224;0.00194805774173261;28;NSMAF
8,01E+05;0.292545988262375;0.925;0.8;0.00206026912268818;28;RPS11
8,10E+06;0.286544926844345;0.731;0.483;0.00208292668458952;28;KTN1
8,13E+06;0.283237875920365;0.776;0.522;0.00209088369692997;28;GLS
8,16E+06;0.250234031394138;0.396;0.205;0.00209935985502146;28;C18orf25
9,43E+06;0.262374914397885;0.306;0.142;0.00242579014211534;28;PIP5K1B
1,04E+07;0.276717839893866;0.463;0.266;0.00266801653342206;28;YWHAE
1,05E+07;0.252200425336011;0.291;0.133;0.00269275681372473;28;IFIT2
1,11E+06;0.273470074505032;0.597;0.384;0.00286372354806862;28;PTPN1
1,18E+07;0.292116881113464;0.433;0.238;0.00304243844361558;28;MSH3
1,20E+07;0.26900339710728;0.597;0.359;0.00309643348386277;28;SNHG14
1,23E+07;0.276456990772864;0.396;0.207;0.00315315011659404;28;EFCAB2
1,24E+07;0.263912036441823;0.507;0.297;0.00319974285435152;28;EIF4G2
1,32E+06;0.268052204532376;0.791;0.554;0.00339564476664231;28;ARGLU1
1,48E+07;0.351020443942751;0.642;0.425;0.00379996094696989;28;NFAT5
1,56E+07;0.26513030786877;0.5;0.297;0.00400051514720163;28;ARFGEF2
1,68E+07;0.272056624639132;0.433;0.23;0.0043257437132781;28;GLT1D1
1,89E+07;0.254275765353004;0.351;0.18;0.00486801923851626;28;KATNBL1
2,04E+06;0.262224203309568;0.418;0.23;0.00523984578802619;28;IREB2
2,04E+07;0.31504487795781;0.694;0.47;0.00524692243422929;28;ATAD2B
2,12E+07;0.251083846963745;0.351;0.181;0.00545347284041018;28;SMC4
2,28E+07;0.354815840861047;0.59;0.388;0.00587377578459024;28;RANBP2
2,70E+07;0.323718032446229;0.813;0.611;0.00693007803364559;28;PLCG2
2,81E+07;0.320936344262645;0.724;0.508;0.0072181985623383;28;PCM1
2,89E+07;0.273350295298112;0.754;0.521;0.00741838660106902;28;PPIA
3,37E+07;0.25300590108297;0.343;0.178;0.00867300842013048;28;GTF2E2
4,23E+07;0.263370215901077;0.672;0.442;0.0108859485262199;28;ZNF207
4,30E+06;0.296049755577869;0.463;0.275;0.0110581974280427;28;DNAJC3
4,46E+07;0.267834350790543;0.664;0.434;0.0114641453937366;28;DNAJA1
4,54E+06;0.252400858359726;0.582;0.366;0.0116700216269883;28;EP300
5,11E+07;0.301591223256986;0.433;0.253;0.0131344260815998;28;BTG2
5,43E+06;0.265452014869967;0.336;0.176;0.0139604792787761;28;SENP2
7,23E+07;0.275727274022676;0.784;0.561;0.0185875197963506;28;PIK3CD
7,25E+06;0.287392002868619;0.709;0.48;0.0186309458814737;28;SETD2
7,27E+07;0.279913039408447;0.679;0.457;0.0186890154232937;28;TRIM22
7,95E+07;0.263182683916312;0.746;0.518;0.0204463079320048;28;PTEN
1,14E+08;0.27241734349109;0.396;0.23;0.0293572375583935;28;CALR
1,19E+08;0.370082474378159;0.963;0.811;0.0305766924650289;28;H3F3B
1,21E+08;0.261294632947441;0.858;0.632;0.0311466605027344;28;TCF25
1,27E+08;0.291542632169505;0.679;0.458;0.0327268501188453;28;COMMD10
1,78E+08;0.26086427476375;0.463;0.28;0.0458580059565735;28;TUBA1B
1,80E+08;0.311604682696094;0.97;0.791;0.0463044764347769;28;MED13L
2,18E+08;0.257873688836122;0.597;0.4;0.0560794426747088;28;MALT1
2,21E+08;0.319355493311432;0.396;0.232;0.0568166617983064;28;ECHDC1
2,56E+08;0.267170701514971;0.53;0.346;0.0657135929117785;28;ADD1
2,69E+08;0.306324464094319;0.507;0.318;0.0690838998806749;28;C22orf34
2,69E+08;0.296020502778566;0.351;0.198;0.0691423665984297;28;TULP4
2,86E+08;0.255866525068865;0.642;0.426;0.0735341490703114;28;RFX3
2,93E+08;0.264115592546733;0.507;0.325;0.0752715167751512;28;TCERG1
4,20E+08;0.253732088223865;0.403;0.236;0.107922088993058;28;FIP1L1
4,40E+08;0.250023536526116;0.701;0.489;0.11314052828587;28;TAPBP
4,91E+08;0.26554928533379;0.381;0.22;0.126197431715062;28;TRAPPC12
5,07E+08;0.256384653303692;0.56;0.374;0.130446510430556;28;PNN
5,52E+08;0.298915513138102;0.896;0.721;0.141807683920699;28;PAN3
6,42E+08;0.281666618812954;0.53;0.351;0.165063878020776;28;SEC31A
9,23E+08;0.263224187921294;0.836;0.631;0.237315081300875;28;KDM2A
9,89E+08;0.260526518154917;0.433;0.271;0.254330822577006;28;POLR2A
1,12E+09;0.250686237866187;0.56;0.385;0.288830037613366;28;MFSD14C
1,20E+09;0.266941073770928;0.56;0.385;0.309427318192859;28;PPP1R2
1,74E+09;0.276649637358958;0.806;0.576;0.448388818081184;28;ACTR2
2,26E+09;0.25226103105843;0.791;0.628;0.582279608649778;28;LUC7L3
2,56E+09;0.274424711340879;0.41;0.249;0.657949749242896;28;HIVEP3
6,11E+09;0.255713677698966;0.575;0.421;1;28;PIBF1
1,90E-01;0.575584393781306;0.802;0.551;4,90E+03;29;RPS20
8,92E+01;0.61503674886959;0.878;0.682;2,29E+06;29;RPS21
1,28E+02;0.640796964883418;0.901;0.725;3,28E+05;29;RPS12
2,86E+02;0.254562907038858;0.282;0.095;7,37E+06;29;DLG2
6,27E+01;0.507621065817318;0.908;0.745;1,61E+07;29;RPS14
9,69E+02;0.559430836502461;0.947;0.828;2,49E+07;29;RPL37A
7,94E+03;0.506310387033446;0.931;0.824;2,04E+08;29;RPS27
2,71E+04;0.561940047830457;0.916;0.758;6,96E+07;29;RPS29
4,17E+04;0.533126766915545;0.916;0.809;1,07E+09;29;RPL34
5,01E+04;0.438568512743626;0.893;0.767;1,29E+09;29;RPL28
8,21E+04;108.130.889.138.987;0.588;0.343;2,11E+09;29;IGKC
8,26E+04;0.426951332717395;0.863;0.708;2,12E+09;29;RPS8
1,36E+05;0.437918542987273;0.901;0.746;3,51E+09;29;RPS19
2,23E+04;0.595002989211583;0.504;0.279;5,73E+09;29;CDK6
2,83E+05;0.459252862382996;0.992;0.913;7,28E+09;29;RPL41
5,04E+05;0.443273136928085;0.802;0.615;0.000129650772560605;29;RPL17
6,02E+05;0.501310098739812;0.893;0.739;0.000154713504902153;29;RPS26
6,03E+05;0.505368710912994;0.939;0.8;0.000154975890798516;29;RPS18
1,49E+06;0.520230562900669;0.893;0.719;0.000384391420034627;29;RPS23
1,57E+06;0.496265850066592;0.939;0.824;0.000404803454677968;29;RPS27A
1,70E+06;0.51298098109457;0.824;0.677;0.000437676364829248;29;RPL37
2,08E+06;0.532522699971937;0.802;0.662;0.000533623475629049;29;RPS24
2,26E+06;0.395430352669318;0.885;0.711;0.000580028645467596;29;RPL30
4,71E+06;0.379869270384759;0.832;0.676;0.00121234065456296;29;RPL21
4,79E+06;0.387064936669708;0.893;0.759;0.00123244682565781;29;RPL23A
6,76E+06;0.389195941781111;0.794;0.626;0.00173903322027215;29;RPL35A
7,01E+06;0.452218570595057;0.405;0.205;0.00180273746258595;29;AUTS2
1,03E+07;0.434493261932443;0.718;0.57;0.00263988638153989;29;RPL23
1,41E+07;0.388266477039204;0.847;0.679;0.0036358626261642;29;RPS25
1,84E+07;0.422282878402548;0.916;0.789;0.00472333793858708;29;RPL10
1,96E+07;0.380279270661881;0.794;0.593;0.00503120716536921;29;RPL39
2,41E+06;0.381468855303174;0.771;0.617;0.00618909400288318;29;RPL38
2,98E+07;0.496003259392708;0.786;0.619;0.0076747806119264;29;RPL36A
2,99E+06;0.410858599283127;0.756;0.594;0.00768000516944709;29;RPS15A
8,72E+07;0.389465494403042;0.664;0.492;0.0224147993125168;29;RPL12
9,09E+07;0.600629744626998;0.321;0.152;0.0233738030272183;29;AL589693.1
9,17E+07;0.401319040656963;0.718;0.579;0.0235856056795969;29;RPL26
9,55E+07;0.444768083165059;0.855;0.719;0.0245473798327537;29;RPS6
9,75E+07;0.389755282807902;0.725;0.556;0.0250584473349141;29;RPS13
1,07E+08;0.376517374287143;0.924;0.8;0.0276255369046919;29;RPS11
1,65E+08;0.333421650811268;0.901;0.703;0.0424088492175206;29;RPL18
1,67E+08;0.520126968377941;0.832;0.67;0.0428752008347386;29;RPS4X
1,74E+08;0.309074997133957;0.802;0.627;0.0447204329854652;29;RPL32
